epoch,optimizer,experiment,collocation,data,total
1160,Adam,train,0.0032051497,0.07276802,0.07597317
1170,Adam,test,0.0034936056,0.07910279,0.0825964
1170,Adam,train,0.0034438204,0.072736576,0.0761804
1180,Adam,test,0.0035739993,0.07916614,0.082740135
1180,Adam,train,0.0036005592,0.07273181,0.07633237
1190,Adam,test,0.0036356314,0.07910297,0.0827386
1190,Adam,train,0.0036179177,0.072701864,0.076319784
1200,Adam,test,0.0031759765,0.07914836,0.08232433
1200,Adam,train,0.0032343154,0.072722174,0.075956486
1210,Adam,test,0.003149862,0.079207376,0.082357235
1210,Adam,train,0.0032106217,0.07274292,0.075953536
1220,Adam,test,0.0037064387,0.08066347,0.08436991
1220,Adam,train,0.0036671648,0.07393157,0.077598736
1230,Adam,test,0.003337001,0.07905489,0.082391895
1230,Adam,train,0.0033271972,0.07265053,0.07597773
1240,Adam,test,0.0032518622,0.079232246,0.08248411
1240,Adam,train,0.0032449677,0.072872035,0.076117
1250,Adam,test,0.0040783,0.07902935,0.08310765
1250,Adam,train,0.0040351124,0.072683215,0.07671833
1260,Adam,test,0.004320463,0.07897523,0.083295695
1260,Adam,train,0.0042811837,0.072615266,0.07689645
1270,Adam,test,0.0034571243,0.079068124,0.082525246
1270,Adam,train,0.0035049492,0.072615065,0.07612001
1280,Adam,test,0.003374971,0.079110324,0.082485296
1280,Adam,train,0.0033595122,0.07257591,0.07593542
1290,Adam,test,0.003322705,0.07908025,0.08240295
1290,Adam,train,0.0033231643,0.07260008,0.07592325
1300,Adam,test,0.0032362174,0.07899648,0.0822327
1300,Adam,train,0.0032358614,0.07260279,0.075838655
1310,Adam,test,0.0034255546,0.07912877,0.082554325
1310,Adam,train,0.0034688406,0.07261979,0.07608863
1320,Adam,test,0.003223984,0.07907157,0.08229555
1320,Adam,train,0.0032450156,0.07256519,0.07581021
1330,Adam,test,0.0033265594,0.07909597,0.082422525
1330,Adam,train,0.0033447037,0.072574735,0.07591944
1340,Adam,test,0.00527198,0.0791858,0.08445778
1340,Adam,train,0.005361567,0.07266975,0.07803132
1350,Adam,test,0.0032479567,0.07907549,0.08232345
1350,Adam,train,0.0033038624,0.07252253,0.07582639
1360,Adam,test,0.003846905,0.07904245,0.082889356
1360,Adam,train,0.0038136726,0.072581075,0.076394744
1370,Adam,test,0.0033190313,0.07925139,0.082570426
1370,Adam,train,0.0032897186,0.07258663,0.075876355
1380,Adam,test,0.0033138893,0.079045855,0.082359746
1380,Adam,train,0.0032404934,0.07248727,0.07572777
1390,Adam,test,0.0032217612,0.07910142,0.08232318
1390,Adam,train,0.0031488494,0.0725089,0.07565775
1400,Adam,test,0.0034776733,0.07912566,0.08260333
1400,Adam,train,0.0034701594,0.07253536,0.07600552
1410,Adam,test,0.0032513682,0.07931455,0.08256592
1410,Adam,train,0.00327192,0.07284851,0.076120436
1420,Adam,test,0.0031967605,0.07925607,0.08245283
1420,Adam,train,0.003237554,0.072593346,0.0758309
1430,Adam,test,0.0033845035,0.07907236,0.082456864
1430,Adam,train,0.0033629856,0.0725098,0.07587279
1440,Adam,test,0.0031405017,0.07916471,0.082305215
1440,Adam,train,0.0031861407,0.07250938,0.07569552
1450,Adam,test,0.0039640823,0.07910968,0.083073765
1450,Adam,train,0.004022716,0.07250633,0.07652905
1460,Adam,test,0.0036372382,0.079483055,0.083120294
1460,Adam,train,0.0036398445,0.07276357,0.07640342
1470,Adam,test,0.0034084183,0.07917914,0.082587555
1470,Adam,train,0.003423036,0.07244529,0.07586832
1480,Adam,test,0.003179736,0.079152964,0.0823327
1480,Adam,train,0.0031585982,0.072477505,0.075636104
1490,Adam,test,0.0031776794,0.07914549,0.08232317
